,categories,location,name,rating,review_count,snippet_text,yelp_id
821,"[Category(name='Pubs', alias='pubs'), Category(name='Burgers', alias='burgers')]","(40.771524604477, -73.9827515606251)",PJ Clarke's,3.0,536,"My first time dinning at PJ Clarks in Lincoln Center and it will not be my last.  Was so impressed with the service, drinks and food. The restaurant is very...",pj-clarkes-new-york-3
822,"[Category(name='American (Traditional)', alias='tradamerican'), Category(name='Pubs', alias='pubs')]","(40.7481499, -73.9865189)",Foley's NY,4.0,184,"Baseball, baseball, baseball. A great sports bar in the heart of herald square with no frills, no pretentiousness, but lots of fun. The service is friendly...",foleys-ny-new-york
823,"[Category(name='American (New)', alias='newamerican'), Category(name='Wine Bars', alias='wine_bars'), Category(name='Breakfast & Brunch', alias='breakfast_brunch')]","(40.766139, -73.97998)",9ten Restaurant,4.0,45,"Ate here for dinner last night.

We were sat right away and the staff was very friendly.

Their food was amazing and they even had iced coffee!!

The best...",9ten-restaurant-new-york
824,"[Category(name='Bars', alias='bars')]","(40.7201343, -73.9847086)",Donnybrook,3.5,119,Stopped by for lunch/brunch on a Saturday.  Busy but not crowded.  I had a seat at the bar.  Their Shepherd's Pie is pretty good - not the best in NYC but a...,donnybrook-new-york
825,"[Category(name='German', alias='german'), Category(name='Bars', alias='bars')]","(40.77742, -73.9517212)",Heidelberg Restaurant,4.0,474,One of my favorite German restaurants in the city! Food is great! It is true homemade German food. You get the feeling that you are at your grandmothers as...,heidelberg-restaurant-new-york
826,"[Category(name='American (New)', alias='newamerican'), Category(name='Sports Bars', alias='sportsbars'), Category(name='Cocktail Bars', alias='cocktailbars')]","(40.761348, -73.987228)","Social Bar, Grill & Lounge",3.5,240,"Been here a few times for After parties after the NYWEA conference at the Marriott. They do a pretty good job hosting parties, two bartenders, passed around...",social-bar-grill-and-lounge-new-york
827,"[Category(name='Barbeque', alias='bbq'), Category(name='Sports Bars', alias='sportsbars')]","(40.7297465, -73.9806418)",Percy's BBQ & Darts,4.0,120,"Best BBQ in Nyc ! 
Fun place .. Really good service .. Worth a trip 
Play some darts and have a drink",percys-bbq-and-darts-new-york
828,"[Category(name='Performing Arts', alias='theater'), Category(name='Bars', alias='bars')]","(40.7204704, -73.9928131)",Dixon Place,4.0,20,"i had a wonderfull experience at the dixon place, it's a cool s all bar with a stage and theatre. i went there for a communitas performance which was great...",dixon-place-new-york
829,"[Category(name='Cocktail Bars', alias='cocktailbars')]","(40.7067791372538, -74.0076633542776)",Cedar Local,3.5,48,"The Royalé with Cheese is the best burger I've ever had in  my life...holy cow! I don't usually eat burgers, only In-N-Out in California or sometimes I'll...",cedar-local-new-york
830,"[Category(name='Pubs', alias='pubs'), Category(name='Irish', alias='irish')]","(40.7498016357422, -73.9851379394531)",O'Reilly's Bar + Kitchen,3.5,72,"Came here on a Sunday night after a show with my boyfriend. We're not from NYC, so we had searched around and decided to check this place out. We were...",o-reillys-bar-kitchen-new-york
831,"[Category(name='Pubs', alias='pubs')]","(40.814716, -73.959511)",Paddy's,3.5,25,A great place to grab a drink at a good price with a wide variety of fun events. Pizza isn't great but what would you expect from a bar pie?,paddys-new-york
832,"[Category(name='Wine Bars', alias='wine_bars'), Category(name='Italian', alias='italian')]","(40.7212622, -73.9954775)",Epistrophy,3.5,330,Had the Short Rib and Arugula Fig salad. We had a taste and realized how good it was and only then thought about taking photos and posting a review - so...,epistrophy-new-york
833,"[Category(name='American (New)', alias='newamerican')]","(40.738527, -73.988417)",Gramercy Tavern,4.5,2033,"I could give you a long-winded review about how much I loved Gramercy Tavern at first sight, starting with stepping foot into the restaurant, our most...",gramercy-tavern-new-york
834,"[Category(name='Arcades', alias='arcades'), Category(name='Dive Bars', alias='divebars')]","(40.725051, -73.981475)",7B Horseshoe Bar aka Vazacs,3.5,152,"Cool divey bar! Came in with a friend to have a beer and noticed all the cool machinery (arcade, juke box).

Pretty calm in a Tuesday evening!",7b-horseshoe-bar-aka-vazacs-new-york
835,"[Category(name='Pubs', alias='pubs')]","(40.7364240384139, -73.9848463081818)",Paddy Maguire's Ale House,4.0,49,"Fantastic place
Bartender is dympna and she is fantastic 
Very attentive and never asked cause she was there",paddy-maguires-ale-house-new-york
836,"[Category(name='Wine Bars', alias='wine_bars'), Category(name='French', alias='french'), Category(name='American (New)', alias='newamerican')]","(40.7205157, -73.9981652)",Compagnie des Vins Surnaturels,4.5,55,"I went to the Science of Pairings event here last night, and it was wonderful! Very small group of people interested in learning about wine and food, and...",compagnie-des-vins-surnaturels-new-york-2
837,"[Category(name='Scandinavian', alias='scandinavian'), Category(name='Bars', alias='bars')]","(40.7525286099337, -73.9780961338684)",Agern,4.5,41,My boyfriend took me here as a surprise for our anniversary. This was my first time eating Scandinavian food and it was an amazing experience! I normally...,agern-new-york
838,"[Category(name='Pubs', alias='pubs'), Category(name='Seafood', alias='seafood'), Category(name='Scottish', alias='scottish')]","(40.758088, -73.9839336)",St. Andrews,3.5,376,"After a lot of walking perusing the nearby restaurants (and finding they were above our price range), my friend and I decided on this place. We were...",st-andrews-new-york-3
839,"[Category(name='Bars', alias='bars'), Category(name='American (New)', alias='newamerican')]","(40.729927, -74.000816)",Off The Wagon,3.5,522,"I have always loved off the wagon. I have stopped in a handful of times since turning 21 way back when. 
Age range is typically early 20's to mid 30's. 
To...",off-the-wagon-new-york
840,"[Category(name='Bars', alias='bars')]","(40.719928, -73.987266)",The Magician,3.5,160,"it would seem that I checked in to the wrong Magician bar on the mobile app. was it excitement, was it exhaustion, or was it sleight of hand? the world will...",the-magician-new-york
841,"[Category(name='Wine Bars', alias='wine_bars'), Category(name='American (New)', alias='newamerican'), Category(name='Beer Bar', alias='beerbar')]","(40.746753, -73.979942)",Wine:34,4.5,16,Wednesdaya night...after loong but happy day ( wedding of my lovely friends) we were in this great place. It was kinda wedding dinner in close circle of...,wine-34-new-york
842,"[Category(name='Bars', alias='bars'), Category(name='Venues & Event Spaces', alias='venues')]","(40.723007, -73.986045)",2A,3.5,131,"Love 2A! So nice to see you again.

Truth is, I've loved 2A since 1996 when I made my first visit here. Alphabet City was a lot different back then. Not...",exile-above-2a-new-york-3
843,"[Category(name='Wine Bars', alias='wine_bars'), Category(name='Tapas/Small Plates', alias='tapasmallplates')]","(40.73512, -74.00671)",Aria West Village,3.5,485,"Came here late night after a few drinks in the neighborhood with my bf on a long weekend trip to NYC.

He is a huge fan and I can agree that it is...",aria-west-village-new-york
844,"[Category(name='Bars', alias='bars'), Category(name='American (Traditional)', alias='tradamerican')]","(40.723648, -73.996765)",Soho Park,3.0,558,"Food 3.5// Service 3 // Ambiance 3.5

Stopped by with a friend while looking for a burger place on a Wednesday evening. Soho Park  was the only place...",soho-park-new-york
845,"[Category(name='Southern', alias='southern'), Category(name='American (New)', alias='newamerican'), Category(name='Pubs', alias='pubs')]","(40.7331, -73.99809)",Whiskey Social,3.5,34,"As you walk into Whiskey Social, you immediately notice the expansive wooden bar with a plethora of whiskey selections behind it. The staff were extremely...",whiskey-social-new-york
846,"[Category(name='Pubs', alias='pubs')]","(40.7567825317383, -73.9852752685547)",O'Donoghues Pub,3.5,91,"Very accommodating staff. Friendly and engaging.
Had Angus burger w/fries and Mederterrian salad.
Fantastic. Delicate dressing, everything was great. Local...",o-donoghues-pub-new-york
847,"[Category(name='Wine Bars', alias='wine_bars'), Category(name='Champagne Bars', alias='champagne_bars')]","(40.730644, -74.000183)",Riddling Widow,4.5,8,"Really great wine bar. A really well curated selection of delicious (& affordable) Champagnes. The staff was very friendly, knowledgable, & helpful when...",riddling-widow-new-york
848,"[Category(name='Karaoke', alias='karaoke'), Category(name='Music Venues', alias='musicvenues'), Category(name='Dive Bars', alias='divebars')]","(40.7212999463081, -73.9881368726492)",Arlene's Grocery,4.0,216,"Amazingly cheap drinks BUT they took away the photo booth!!! Bring it back! 

Otherwise great music, fantastic drinks and cheap cheap cheap",arlenes-grocery-new-york
849,"[Category(name='Bars', alias='bars'), Category(name='Karaoke', alias='karaoke'), Category(name='Burgers', alias='burgers')]","(40.7372093200684, -73.9874572753906)",The Watering Hole,3.5,114,I had not been into the Watering Hole for sometime as my group of regulars wanted to move over to the now shuttered Duke's Bar across the street (sadness)....,the-watering-hole-new-york
850,"[Category(name='Comedy Clubs', alias='comedyclubs'), Category(name='Breakfast & Brunch', alias='breakfast_brunch'), Category(name='Cocktail Bars', alias='cocktailbars')]","(40.736686706543, -73.9843673706055)",The Stand Restaurant & Comedy Club,4.0,388,We had a great experience at the Stand. They take reservations for their 8 and 10 clock shows. We tried to get the 8 but it was sold out so we got the 10...,the-stand-restaurant-and-comedy-club-new-york
851,"[Category(name='French', alias='french'), Category(name='Lounges', alias='lounges')]","(40.761557, -73.981763)",Le Bernardin,4.5,1790,"Great food great service. Expensive. 
I had the chef tasting. Everything was very good.
The stand out dishes were:
The lobster in the lemon grass consomme,...",le-bernardin-new-york
852,"[Category(name='Coffee & Tea', alias='coffee'), Category(name='Wine Bars', alias='wine_bars'), Category(name='Chocolatiers & Shops', alias='chocolate')]","(40.7511373, -73.978866)",2Beans,4.0,121,The disclaimer:  I work in the coffee industry.  I'm not to going to write any bad reviews on coffee shops - I'll keep those opinions to myself.  Nor will I...,2beans-new-york
853,"[Category(name='Bars', alias='bars')]","(40.752125531929, -73.9794552326202)",Bookmarks,3.5,144,"A gem bar, hided as much possible from the crowd and the messiness of the area. 
Finding the entrance is not so easy, since the hotel has a tiny not much...",bookmarks-new-york
854,"[Category(name='Pubs', alias='pubs'), Category(name='American (Traditional)', alias='tradamerican'), Category(name='Irish', alias='irish')]","(40.7628899, -73.984993)",McHale's Bar and Grill,3.5,128,"Came here around 4pm for a midweek dinner. The place was noisy and crowded due to a EuroCup game, but the hostess offered to sit us away from the large...",mchales-bar-and-grill-new-york
855,"[Category(name='Italian', alias='italian'), Category(name='American (Traditional)', alias='tradamerican'), Category(name='Wine Bars', alias='wine_bars')]","(40.7682492, -73.9553474)",Petaluma,3.5,122,"Fantastic ambiance, food, and outstanding service. Wonderful for friends, family or a date. And a great Yelp deal made it even better.

I just had a bad...",petaluma-new-york-3
856,"[Category(name='Lounges', alias='lounges'), Category(name='Music Venues', alias='musicvenues')]","(40.744026, -73.989234)",Toshi's Living Room,3.5,342,"Very cute place. Nice ambiance, great decor. Drinks are good but pricey. So make sure to go to happy hour which ends at 8pm during the week

Happy Hour has...",toshis-living-room-new-york
857,"[Category(name='Indian', alias='indpak'), Category(name='Buffets', alias='buffets'), Category(name='Bars', alias='bars')]","(40.759357, -73.968826)",Darbar Grill,4.0,389,"Fantastic Indian food interpretation. My girlfriend and I stopped in after a night out and about. She ordered the lamb biryani and I, the chana masala. The...",darbar-grill-new-york
858,"[Category(name='Bars', alias='bars'), Category(name='American (Traditional)', alias='tradamerican'), Category(name='Breakfast & Brunch', alias='breakfast_brunch')]","(40.7855224609375, -73.9762268066406)",Hi-Life Restaurant,3.5,231,"Check in on Yelp for a free shot!

A great place to pop into if you're looking for a casual brunch. Prices are very reasonable and the portions are...",hi-life-restaurant-new-york-2
859,"[Category(name='Lounges', alias='lounges')]","(40.7222574949265, -73.994278460741)",The Daily,3.5,68,"I've never felt so at home at a bar. The service is consistently incredible (Nate is the man). They cater to whatever you're in the mood for, which is...",the-daily-new-york
860,"[Category(name='Burgers', alias='burgers'), Category(name='Pubs', alias='pubs')]","(40.73341, -73.99284)",Pop Pub,3.0,171,"Walking through the streets of NYC on a hot and humid Friday afternoon, a friend and I stopped into Pop Pub for a quick beer and air conditioning. We didn't...",pop-pub-new-york
861,"[Category(name='Pubs', alias='pubs'), Category(name='Irish', alias='irish'), Category(name='American (Traditional)', alias='tradamerican')]","(40.762097, -73.959839)",Baker Street Pub,3.0,159,"Went there on a weekday, when it was pouring outside. The ambience was quiet and dry. All we needed it.

As soon as we arrived, the waitress told us to pick...",baker-street-pub-new-york
862,"[Category(name='Seafood', alias='seafood'), Category(name='Jazz & Blues', alias='jazzandblues'), Category(name='Cocktail Bars', alias='cocktailbars')]","(40.7150115072727, -73.9917685836554)",Bar Belly,3.5,110,"Came here for an after the after-party party, and I'm glad I did. Blues, oysters and cocktails: what's not to like?

Somehow they managed to fit about 20 of...",bar-belly-new-york
863,"[Category(name='Irish', alias='irish'), Category(name='Pubs', alias='pubs'), Category(name='Steakhouses', alias='steak')]","(40.7564573970735, -73.9805787546323)",St Pat's Bar & Grill,4.0,31,"Exactly the casual, filling, yummy dinner my family needed as we walked from Central Park to the Empire State Building. Portions large and well prepared....",st-pats-bar-and-grill-new-york
864,"[Category(name='American (Traditional)', alias='tradamerican'), Category(name='Sports Bars', alias='sportsbars')]","(40.753945016076, -73.99571220101)",Hudson Station,3.5,164,"I came with some teammates after a NYC Social basketball game. There was a work party going on in our designated post game area. However, the owner came by...",hudson-station-new-york
865,"[Category(name='Pubs', alias='pubs'), Category(name='American (Traditional)', alias='tradamerican')]","(40.7778, -73.97896)",Malachy's Donegal Inn,3.5,80,"Best casual place to grab a beer in the area, if you like a cozy, cave-like, utterly unpretentious place.  Feels like a hangout for the locals (which it...",malachys-donegal-inn-new-york
866,"[Category(name='Burgers', alias='burgers'), Category(name='Pubs', alias='pubs')]","(40.7296333312988, -73.9989242553711)",Amity Hall,3.5,345,Needed shelter and some grub after helping my friend move into a new place on a hot day.  Place was on the darker side inside and AC was on blast.  Good...,amity-hall-new-york
867,"[Category(name='American (New)', alias='newamerican'), Category(name='Cocktail Bars', alias='cocktailbars')]","(40.770988, -73.951087)",Eastfield's Kitchen & Bar,4.0,18,"Wonderful new addition to the Yorkville neighborhood.  Homey, inviting and upbeat comfortable neighborhood bar/ restaurant atmosphere great for families,...",eastfields-kitchen-and-bar-new-york
868,"[Category(name='American (Traditional)', alias='tradamerican'), Category(name='Pubs', alias='pubs')]","(40.720839, -74.0096888)",Greenwich Street Tavern,3.5,69,"Came here to watch the footie match on a lazy Sunday.

It wasn't so ""lazy"" in here...it was quite boisterous.

When they open the windows and you can sit...",greenwich-street-tavern-new-york-2
869,"[Category(name='Music Venues', alias='musicvenues'), Category(name='Lounges', alias='lounges')]","(40.718343, -73.989506)",Leftfield,4.0,35,"They're the shit.  No, I'm not referring g to the toilet smells leaking from their purely rock n roll restroom in the basement - I'm talkin bout the live...",leftfield-new-york
870,"[Category(name='Bars', alias='bars')]","(40.719144, -73.985581)",Rivington F&B,4.0,16,"Jerome's...how do I love thee? Let me count the ways. You can try to change the name, but can't change the vibe!
So for those of you who missed the dramatic...",rivington-f-and-b-new-york
871,"[Category(name='Pubs', alias='pubs'), Category(name='Soup', alias='soup'), Category(name='American (Traditional)', alias='tradamerican')]","(40.7658801, -73.9799718)",PJ Carneys,3.5,95,"Still a Classic!

I love Carney's for so many reasons. These guys have been here since 1927 but have always kept up with the times.
Food at Irish Pubs is...",pj-carneys-new-york
872,"[Category(name='Greek', alias='greek'), Category(name='American (New)', alias='newamerican'), Category(name='Beer Gardens', alias='beergardens')]","(40.7511215209961, -74.0020751953125)",Death Ave,3.5,110,"We came as a party of 13 for a friend's birthday/reunion on a Wednesday night and the atmosphere was great. We ordered the fried calamari, 8 hour octopus,...",death-ave-new-york-2
873,"[Category(name='Sports Bars', alias='sportsbars'), Category(name='American (New)', alias='newamerican'), Category(name='Chicken Wings', alias='chicken_wings')]","(40.8222280483202, -73.9499790674583)",Grill On the Hill,3.5,67,"Great neighborhood bar.

My partner lives in the neighborhood and we come here every once in a while. I feel comfortable and the bartender is great. I...",grill-on-the-hill-new-york
874,"[Category(name='Cocktail Bars', alias='cocktailbars')]","(40.7460058970626, -74.0016222191965)",Underballs,3.5,8,"This place is like a strange family member that the Meatball Shop keeps locked in a basement. Darkness, drinks, long tables as if Game of Thrones was about...",underballs-new-york
875,"[Category(name='Wine Bars', alias='wine_bars')]","(40.70761, -74.00236)",BIN No. 220,4.0,65,"Cute wine spot near the seaport. It's walking distance from my job so I stopped by for a second time last week. 

Drinks- I got the red and white sangrias....",bin-no-220-new-york
876,"[Category(name='Sports Bars', alias='sportsbars')]","(40.7479328, -73.9857111)",The Football Factory,4.0,43,"There's no question - Jack and the Football Factory at Legends is the best soccer experience you could possibly get in NYC.

Spend one morning in that...",the-football-factory-new-york-4
877,"[Category(name='Lounges', alias='lounges')]","(40.7621224969625, -73.9718437939882)",The Bar,3.5,13,Cool swanky decor. Outstanding service. Stiff drinks. It's pricy but one drink is like drinking 2 or maybe 3.,the-bar-new-york
878,"[Category(name='Wine Bars', alias='wine_bars'), Category(name='Italian', alias='italian')]","(40.742542, -73.996979)",Bar Veloce,3.5,155,"So. Walked into Bar Veloce in Chelsea this evening.  Have to say. For a local Wine Bar. It's fantastic.  It's a neighborhood gem!  
Me and my friends just...",bar-veloce-new-york-7
879,"[Category(name='American (New)', alias='newamerican'), Category(name='Lounges', alias='lounges')]","(40.81814, -73.96121)",BTH Restaurant & Lounge,3.5,114,"Had a lovely, early dinner here last night and absolutely loved it. The food was truly outstanding--best fried chicken EVER--and so was the service....",bth-restaurant-and-lounge-new-york
880,"[Category(name='Gay Bars', alias='gaybars'), Category(name='Dive Bars', alias='divebars')]","(40.73454, -74.00163)",Julius,4.0,69,"Very chill. The door man recognised the lonely looking guy and made sure to be extra friendly, sat down and made some small talk. Ice was broken.",julius-new-york
881,"[Category(name='Sports Bars', alias='sportsbars'), Category(name='Pubs', alias='pubs')]","(40.763573, -73.981471)",The Irish Pub,3.5,116,"as someone whose white wine of choice is a riesling, i loved their snapdragon california 2014 riesling.  yes, it's not as authentic as my first ever german...",the-irish-pub-new-york
882,"[Category(name='Thai', alias='thai'), Category(name='Asian Fusion', alias='asianfusion'), Category(name='Cocktail Bars', alias='cocktailbars')]","(40.7180585128845, -73.9898918588963)",The Lucky Bee,4.0,77,"One word: creative 
Inside is nicely decorated with the color pink everywhere.
Arrived to the place around 12ish therefore wasn't able to try their food...",the-lucky-bee-new-york
883,"[Category(name='Lounges', alias='lounges'), Category(name='Dance Clubs', alias='danceclubs')]","(40.718025, -73.985275)",The Delancey,3.0,447,"Went here for a graduation party/night out and when we got here around 10:30 on a Thursday night, it was dead and awkward. It eventually picked up around...",the-delancey-new-york
884,"[Category(name='Pubs', alias='pubs')]","(40.7579384, -73.9841614)",Pig 'N' Whistle,3.5,22,"We really enjoyed our pre-theater dinner. 
Crab cake appetizer very good. I liked the bean& corn salsa on the side. 
Fish tacos were good but I wish I had...",pig-n-whistle-new-york-13
885,"[Category(name='Bars', alias='bars'), Category(name='Pizza', alias='pizza'), Category(name='Italian', alias='italian')]","(40.75519, -73.98565)",Paul's On Times Square,4.0,98,"We went there last month for our anniversary. 

The concept is modern and original/technological. Drinks are original. Food is great, made with rare, tasty...",pauls-on-times-square-new-york
886,"[Category(name='Italian', alias='italian'), Category(name='Pizza', alias='pizza'), Category(name='Cocktail Bars', alias='cocktailbars')]","(40.718477, -74.004802)",Da Mikele,4.0,268,"Oh. My. God. The only words that my table kept repeating over and over again after one bite into our entrees. But first, the appetizers. We went as a party...",da-mikele-new-york
887,"[Category(name='Pizza', alias='pizza'), Category(name='Bars', alias='bars'), Category(name='Italian', alias='italian')]","(40.7472965866327, -74.0006728470325)",Company,3.5,519,"Caprese salad fresh and well seasoned
Meatballs marinara. Good and well salted
Corn pie was the special. 
Limited selection of beers. 3 ipa.",company-new-york-6
888,"[Category(name='Pizza', alias='pizza'), Category(name='Wine Bars', alias='wine_bars')]","(40.765841, -73.987619)",Annabel,4.0,193,It's a sad Cinco de Mayo when you have to admit to yourself that you no longer have it in you to fight your way to the front of a bar at a Mexican...,annabel-new-york-2
889,"[Category(name='Bars', alias='bars'), Category(name='American (Traditional)', alias='tradamerican'), Category(name='Barbeque', alias='bbq')]","(40.7449799, -73.9835815)",Mason Jar NYC,3.0,290,"Stopped by for a quick lunch from work, and oh boy was it worth it! The brisket was so soft -you have you try it to believe it - but you could've eaten it...",mason-jar-nyc-new-york
890,"[Category(name='Irish', alias='irish'), Category(name='Pubs', alias='pubs'), Category(name='American (New)', alias='newamerican')]","(40.726852, -73.984115)",St. Dymphna's,4.0,174,"We were in there with a small group Monday night, and a fantastic time. Paolo took great care of us. He played a fun eclectic music, poured great drinks,...",st-dymphnas-new-york
891,"[Category(name='American (New)', alias='newamerican'), Category(name='Lounges', alias='lounges')]","(40.8692540968744, -73.9321930085983)",La Marina,3.0,608,"Recently dined here with my wife on our 10th anniversary.  Not a very romantic spot, but the views make up for it. When we arrived I thought I was at a...",la-marina-new-york
892,"[Category(name='Wine Bars', alias='wine_bars'), Category(name='American (New)', alias='newamerican')]","(40.724055, -73.980757)",Grape and Grain,4.0,260,"Have you ever thought to yourself, ""I'd like to have a fun night tonight!"" And then you decided not to follow the crowd and to actually go to an awesome bar...",grape-and-grain-new-york
893,"[Category(name='American (New)', alias='newamerican'), Category(name='Desserts', alias='desserts'), Category(name='Cocktail Bars', alias='cocktailbars')]","(40.740567590122, -73.9980747946)",Cafeteria,3.5,2486,I came here for Sunday brunch and this was the second time I've been here. I was seated outside and since it was still morning time it felt nice outside....,cafeteria-new-york
894,"[Category(name='Wine Bars', alias='wine_bars'), Category(name='Specialty Food', alias='gourmet'), Category(name='Tapas/Small Plates', alias='tapasmallplates')]","(40.7326925, -74.0036155)",Suprema Provisions,4.5,29,"This place has been hyped as a 'small Eataly', but I think that's unfair. It's a great spot to drop in for a great bite no matter how much time you have...",suprema-provisions-new-york
895,"[Category(name='Gastropubs', alias='gastropubs')]","(40.73443, -74.00116)",Highlands,4.0,321,"It is rare that I go to a restaurant and every single thing there was delicious. This was that moment. 

We had: whiskey bread with scotch butter, a...",highlands-new-york
896,"[Category(name='Hookah Bars', alias='hookah_bars'), Category(name='Mediterranean', alias='mediterranean'), Category(name='Lounges', alias='lounges')]","(40.7458517096124, -73.9896723112677)",Pergola,3.5,348,"The environment is very nice and classy. The menu is very simple and short.
Five star place for sure.
I  would love to come back again.",pergola-new-york-4
897,"[Category(name='Seafood', alias='seafood'), Category(name='Belgian', alias='belgian'), Category(name='Bars', alias='bars')]","(40.741588, -73.993362)",Markt,3.5,502,One of my go-to NYC restaurants; where I don't want to think and have a good meal.   Whether it's a table for 1 or a party of 10 the staff is friendly and...,markt-new-york-2
898,"[Category(name='Pubs', alias='pubs'), Category(name='Irish', alias='irish'), Category(name='Sports Bars', alias='sportsbars')]","(40.7544518, -73.9684219)",The Press Box,3.5,87,You will be shocked by how good their bar food actually is. Unexpected surprise. Had the best Chicken tenders and sweet potato fries in my life time. Please...,the-press-box-new-york
899,"[Category(name='American (Traditional)', alias='tradamerican'), Category(name='Comfort Food', alias='comfortfood'), Category(name='Beer Bar', alias='beerbar')]","(40.7284588, -73.9821303)",Westville - East,4.0,892,"Delicious, wholesome, and affordable brunch! Space is kind of tight but the wait is worth it. 

Westville's menu offers a wide selection of yummy entrees...",westville-east-new-york-3
900,"[Category(name='Lounges', alias='lounges')]","(40.75379, -73.96645)",Beekman Bar and Books,3.0,57,Just stopped by tonight (3/25/16) and they no longer allow cigar smoking due to a temporary loss of smoking license. They said maybe in a month or...,beekman-bar-and-books-new-york
901,"[Category(name='Lounges', alias='lounges'), Category(name='Cocktail Bars', alias='cocktailbars')]","(40.7748027, -73.95113)",Bar Felice,4.0,19,"Love this place!! The food is ALWAYS on point - tasty, fresh, and perfectly portioned. Staff is attentive but not pushy. They actually want you to have a...",bar-felice-new-york
902,"[Category(name='American (New)', alias='newamerican')]","(40.764568, -73.995994)",Print,4.0,608,"Ambience: 10/10
Food: 10/10; fresh and delicious
Service: 10/10, Orlando was literally one of the best managers I've ever come across in my dining...",print-new-york
903,"[Category(name='Bars', alias='bars'), Category(name='American (Traditional)', alias='tradamerican'), Category(name='Music Venues', alias='musicvenues')]","(40.768477, -73.955916)",Session 73,3.0,169,"My husband and I had a private party here  in early July during the afternoon.
The staff was very attentive to guests needs. We chose  booze friendly finger...",session-73-new-york
904,"[Category(name='Karaoke', alias='karaoke'), Category(name='Lounges', alias='lounges'), Category(name='Cocktail Bars', alias='cocktailbars')]","(40.7479230519984, -73.9873537460937)",5 Bar Karaoke & Lounge,4.0,157,i like this place.  its a bit hidden on the (you guessed it) 5th floor as most places are on the k-town strip.  the music is always poppin (do people still...,5-bar-karaoke-and-lounge-new-york
905,"[Category(name='Pubs', alias='pubs')]","(40.776557, -73.955276)",The Gael Pub,3.5,80,I had a great experience at Gael tonight - 8/2 around 7. The Irish gentleman bartender was awesome. He was very polite and professional to me and let me try...,the-gael-pub-new-york
906,"[Category(name='Bars', alias='bars'), Category(name='American (New)', alias='newamerican'), Category(name='Tapas/Small Plates', alias='tapasmallplates')]","(40.720375, -73.98677)",Beauty & Essex,4.0,2146,"Elegant surroundings, well made cocktails, good food! The upper level and bar are good toward the later part of the night, but its a great dinner and even...",beauty-and-essex-new-york
907,"[Category(name='Pubs', alias='pubs'), Category(name='American (New)', alias='newamerican')]","(40.7523995, -73.9901114)",Pig N Whistle,3.5,117,"This is your typical sports pub! Nothing super fancy but very decent bar food! With lots and lots of tvs playing every sport you could think of!!!! 
We got...",pig-n-whistle-new-york-11
908,"[Category(name='Pizza', alias='pizza'), Category(name='Vegan', alias='vegan'), Category(name='Wine Bars', alias='wine_bars')]","(40.7260673, -73.9897073)",00+Co,4.0,101,This is vegan/vegetarian heaven. The food here is so delicious and there's so many different options. The one particular pizza that I got was the spicy...,00-co-new-york-2
909,"[Category(name='American (New)', alias='newamerican'), Category(name='Sports Bars', alias='sportsbars'), Category(name='Sandwiches', alias='sandwiches')]","(40.79598, -73.93577)",PrimeOne16 Eatery,3.5,95,"Went for dinner last night. Sat outside, despite random people trying to sell us DVDs, jackets and jewelry, it was nice to sit outside. The pitcher of white...",primeone16-eatery-new-york
910,"[Category(name='Coffee & Tea', alias='coffee'), Category(name='Wine Bars', alias='wine_bars')]","(40.714443, -73.982154)",Ost Cafe,4.0,18,"Another brilliant addition to my hood!

This place is absolutely adorable. The decor is warm and the exposed brick is a nice touch. There's always, ALWAYS...",ost-cafe-new-york-3
911,"[Category(name='American (New)', alias='newamerican')]","(40.7323808291402, -74.0053009986877)",The Little Owl,4.0,1082,We are based in Minneapolis but operate our business here in NYC as well. We found the little owl 2 years ago and we've been trying to get there since....,the-little-owl-new-york
912,"[Category(name='Seafood', alias='seafood'), Category(name='Bars', alias='bars')]","(40.7407302856445, -73.988395690918)",Live Bait,3.0,391,Great lunch! Better than the 3 star rating. Our server was really great. Super friendly and attentive. My blacked salmon was really good! The brown butter...,live-bait-new-york
913,"[Category(name='Pubs', alias='pubs')]","(40.7535605, -73.9866098)",Gabby O'Hara's,3.5,75,This place was great! Really good food and drinks. We were tourists and actually didn't know about it until we were recommended it by a server at another...,gabby-o-haras-new-york
914,"[Category(name='Italian', alias='italian'), Category(name='Bars', alias='bars')]","(40.7692581, -73.9826142)",Gabriel's Bar & Restaurant,4.0,102,"Decided to come to Gabriel's as it was nearby to friends we were visiting. Didn't expect too much, but boy was the food good! Great classic NY service and a...",gabriels-bar-and-restaurant-new-york
915,"[Category(name='Hookah Bars', alias='hookah_bars')]","(40.8271282645009, -73.9462916750825)",Parlay Cafe,4.0,26,"Really great hookah lounge, especially considering how close it is to me!

They use good quality shisha and pack the bowls well. They use Coco Nara coals,...",parlay-cafe-new-york
916,"[Category(name='Bars', alias='bars'), Category(name='Breakfast & Brunch', alias='breakfast_brunch'), Category(name='Mediterranean', alias='mediterranean')]","(40.75912, -73.9956)",Social Drink and Food,3.5,9,"Recap of a solid night on one of my new favorite terraces. 


I think what I like most about this place is how unpretentious it is. Sure, the servers are...",social-drink-and-food-new-york-5
